NoisePSD_dBmHz,MCCRL,MCCRL (inf-only),Coord. Alloc (AF),DQN (scalar),DQN (throughput),Round-robin,RSS-max,MODQN
-180.0,5.036938725918797,5.128072068906905,4.663064625510937,6.379001472748358,4.138034063691064,2.9348276513514535,1.8867261532076745,1.3520323129409706
-177.0,4.448624382679352,4.528510857243394,4.175049134272263,5.611661656738067,3.7335836436144163,2.582553485481118,1.6940162217293293,1.1798229632371229
-174.0,3.8520959167480013,3.918973027404705,3.7251282154794967,4.842398708434984,3.235836286544863,2.2251435580950454,1.4991798109898293,1.008023765659319
-168.0,2.643599295929522,2.6797566160504425,2.7067541964772928,3.1719469489334573,2.1845507902339656,1.501656803013551,1.1015948081785027,0.6695858440013427
-164.0,1.8586241599563427,1.873693266900985,2.006597952819538,2.0005073879619837,1.5108134510638584,1.0362724046139027,0.8323514687374144,0.45777798590527025
-160.0,1.1608797450035915,1.1602917493914124,1.3355472609729324,1.1591468787384196,0.9160334931163776,0.631774462000453,0.5708804881214532,0.27641883217866714
-155.0,0.5310303236512663,0.5240205127515501,0.6730747080607481,0.5229227597964881,0.40218974743147734,0.28027265733174145,0.2951975440878388,0.1210065122717744
-150.0,0.2016948481168339,0.1970289226570784,0.28082876225132986,0.19614755289747798,0.15398321304132298,0.10420260163507654,0.12248070602264306,0.044510244453683484
