NoisePSD_dBmHz,MCCRL,MCCRL (inf-only),Coord. Alloc (AF),DQN (scalar),DQN (throughput),Round-robin,RSS-max,MODQN
-180.0,15.656793757794121,17.921358699457095,25.50439413267152,10.176427815028674,3.2913841042579026,0.0,0.0,0.0
-177.0,15.367569109193745,17.564865880765566,22.80502998941168,11.31140544494908,3.063171413416625,0.0,0.0,0.0
-174.0,14.888582224804756,17.072797049939734,21.08656839324424,9.80788049750152,3.02740475230975,0.0,0.0,0.0
-168.0,13.213570386058036,15.142582668321696,15.314986975566931,4.655621534300187,1.7839853347376093,0.0,0.0,0.0
-164.0,11.092334097572863,12.442473566774312,10.916776165082322,1.5355937643324935,0.880543747248356,0.0,0.0,0.0
-160.0,7.94051509297343,8.699552045943914,7.125759559783585,0.33614536617557444,0.6537484732833886,0.0,0.0,0.0
-155.0,3.8902174916021237,4.104884893312772,3.5437611091841497,0.14037823406852495,0.22532291268591162,0.0,0.0,0.0
-150.0,1.4679822969156593,1.5174896939072202,1.4360406367772043,0.03414740011021854,0.05413406692386481,0.0,0.0,0.0
