angle_deg,model,n_b,G_T_linear,p_rf_W,at_cap,acm_mode,bits_per_beam_step_bit,bits_per_user_step_bit,energy_per_step_J,ee_bit_per_J
0.326466667,a-r0,4,1948.738284793,1.416473029149,0,QPSK 3/4,6214331644.444445,1553582911.111111,249.827729534,24874467.121921
0.326466667,b0,1,1948.738284793,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.329233333,a-r0,1,1947.876159898,0.326137309948,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.295014673,15964192.500657
0.329233333,a-r0,2,1947.876159898,0.522878138849,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.138467530,20855064.315581
0.329233333,a-r0,4,1947.876159898,1.417099956408,0,QPSK 3/4,6214331644.444445,1553582911.111111,249.879429079,24869320.645391
0.329233333,b0,1,1947.876159898,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.332000000,a-r0,1,1947.007109598,0.326282881952,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.320032577,15961080.043201
0.332000000,a-r0,2,1947.007109598,0.523111526494,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.170145032,20850887.570693
0.332000000,a-r0,4,1947.007109598,1.417732481649,0,QPSK 3/4,6214331644.444445,1553582911.111111,249.931578672,24864131.525338
0.332000000,b0,1,1947.007109598,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.334766667,a-r0,1,1946.131142582,0.326429744122,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.345266554,15957941.933528
0.334766667,a-r0,2,1946.131142582,0.523346982591,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.202096124,20846676.446872
0.334766667,a-r0,4,1946.131142582,1.418370612793,0,QPSK 3/4,6214331644.444445,1553582911.111111,249.984178667,24858899.781525
0.334766667,b0,1,1946.131142582,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.337533333,a-r0,1,1945.248267608,0.326577898297,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.370716773,15954778.181469
0.337533333,a-r0,2,1945.248267608,0.523584510089,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.234321020,20842430.958414
0.337533333,a-r0,4,1945.248267608,1.419014357830,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.037229417,24853625.433879
0.337533333,b0,1,1945.248267608,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.340300000,a-r0,1,1944.358493502,0.326727346333,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.396383406,15951588.796939
0.340300000,a-r0,2,1944.358493502,0.523824111963,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.266819938,20838151.119737
0.340300000,a-r0,4,1944.358493502,1.419663724825,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.090731279,24848308.502489
0.340300000,b0,1,1944.358493502,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.343066667,a-r0,1,1943.461829154,0.326878090103,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.422266627,15948373.789930
0.343066667,a-r0,2,1943.461829154,0.524065791217,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.299593097,20833836.945373
0.343066667,a-r0,4,1943.461829154,1.420318721917,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.144684616,24842949.007607
0.343066667,b0,1,1943.461829154,1.650000000000,1,QPSK 4/5,6630952177.777779,6630952177.777779,268.353221940,24709791.556953
0.345833333,a-r0,1,1942.558283524,0.327030131497,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.448366609,15945133.170519
0.345833333,a-r0,2,1942.558283524,0.524309550882,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.332640719,20829488.449974
0.345833333,a-r0,4,1942.558283524,1.420979357320,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.199089791,24837546.969646
0.345833333,b0,1,1942.558283524,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.348600000,a-r0,1,1941.647865639,0.327183472423,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.474683529,15941866.948862
0.348600000,a-r0,2,1941.647865639,0.524555394014,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.365963026,20825105.648308
0.348600000,a-r0,4,1941.647865639,1.421645639320,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.253947171,24832102.409183
0.348600000,b0,1,1941.647865639,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.351366667,a-r0,1,1940.730584589,0.327338114804,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.501217564,15938575.135198
0.351366667,a-r0,2,1940.730584589,0.524803323699,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.399560243,20820688.555260
0.351366667,a-r0,4,1940.730584589,1.422317576277,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.309257126,24826615.346955
0.351366667,b0,1,1940.730584589,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.354133333,a-r0,1,1939.806449533,0.327494060582,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.527968894,15935257.739845
0.354133333,a-r0,2,1939.806449533,0.525053343049,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.433432597,20816237.185835
0.354133333,a-r0,4,1939.806449533,1.422995176629,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.365020030,24821085.803863
0.354133333,b0,1,1939.806449533,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.356900000,a-r0,1,1938.875469698,0.327651311717,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.554937700,15931914.773206
0.356900000,a-r0,2,1938.875469698,0.525305455205,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.467580317,20811751.555153
0.356900000,a-r0,4,1938.875469698,1.423678448884,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.421236259,24815513.800969
0.356900000,b0,1,1938.875469698,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.359666667,a-r0,1,1937.937654373,0.327809870182,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.582124163,15928546.245762
0.359666667,a-r0,2,1937.937654373,0.525559663335,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.502003634,20807231.678452
0.359666667,a-r0,4,1937.937654373,1.424367401629,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.477906194,24809899.359498
0.359666667,b0,1,1937.937654373,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.362433333,a-r0,1,1936.993012917,0.327969737973,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.609528468,15925152.168076
0.362433333,a-r0,2,1936.993012917,0.525815970633,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.536702780,20802677.571089
0.362433333,a-r0,4,1936.993012917,1.425062043524,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.535030217,24804242.500836
0.362433333,b0,1,1936.993012917,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.365200000,a-r0,1,1936.041554753,0.328130917098,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.637150799,15921732.550795
0.365200000,a-r0,2,1936.041554753,0.526074380323,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.571677989,20798089.248537
0.365200000,a-r0,4,1936.041554753,1.425762383303,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.592608714,24798543.246530
0.365200000,b0,1,1936.041554753,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.367966667,a-r0,1,1935.083289370,0.328293409587,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.664991343,15918287.404643
0.367966667,a-r0,2,1935.083289370,0.526334895656,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.606929499,20793466.726385
0.367966667,a-r0,4,1935.083289370,1.426468429779,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.650642074,24792801.618290
0.367966667,b0,1,1935.083289370,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.370733333,a-r0,1,1934.118226322,0.328457217483,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.693050289,15914816.740429
0.370733333,a-r0,2,1934.118226322,0.526597519911,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.642457547,20788810.020343
0.370733333,a-r0,4,1934.118226322,1.427180191838,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.709130691,24787017.637989
0.370733333,b0,1,1934.118226322,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.373500000,a-r0,1,1933.146375230,0.328622342851,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.721327826,15911320.569041
0.373500000,a-r0,2,1933.146375230,0.526862256395,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.678262375,20784119.146234
0.373500000,a-r0,4,1933.146375230,1.427897678442,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.768074960,24781191.327658
0.373500000,b0,1,1933.146375230,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.376266667,a-r0,1,1932.167745779,0.328788787769,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.749824146,15907798.901449
0.376266667,a-r0,2,1932.167745779,0.527129108444,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.714344223,20779394.120002
0.376266667,a-r0,4,1932.167745779,1.428620898630,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.827475279,24775322.709492
0.376266667,b0,1,1932.167745779,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.379033333,a-r0,1,1931.182347721,0.328956554336,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.778539442,15904251.748705
0.379033333,a-r0,2,1931.182347721,0.527398079419,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.750703337,20774634.957706
0.379033333,a-r0,4,1931.182347721,1.429349861517,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.887332051,24769411.805847
0.379033333,b0,1,1931.182347721,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.381800000,a-r0,1,1930.190190870,0.329125644668,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.807473908,15900679.121941
0.381800000,a-r0,2,1930.190190870,0.527669172714,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.787339963,20769841.675523
0.381800000,a-r0,4,1930.190190870,1.430084576295,0,QPSK 3/4,6214331644.444445,1553582911.111111,250.947645681,24763458.639241
0.381800000,b0,1,1930.190190870,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.384566667,a-r0,1,1929.191285108,0.329296060896,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.836627739,15897081.032371
0.384566667,a-r0,2,1929.191285108,0.527942391747,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.824254349,20765014.289747
0.384566667,a-r0,4,1929.191285108,1.430825052232,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.008416578,24757463.232351
0.384566667,b0,1,1929.191285108,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.387333333,a-r0,1,1928.185640379,0.329467805173,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.866001135,15893457.491291
0.387333333,a-r0,2,1928.185640379,0.528217739966,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.861446744,20760152.816789
0.387333333,a-r0,4,1928.185640379,1.431571298672,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.069645153,24751425.608018
0.387333333,b0,1,1928.185640379,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.390100000,a-r0,1,1927.173266695,0.329640879666,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.895594293,15889808.510077
0.390100000,a-r0,2,1927.173266695,0.528495220849,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.898917402,20755257.273178
0.390100000,a-r0,4,1927.173266695,1.432323325039,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.131331822,24745345.789242
0.390100000,b0,1,1927.173266695,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.392866667,a-r0,1,1926.154174130,0.329815286561,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.925407415,15886134.100186
0.392866667,a-r0,2,1926.154174130,0.528774837900,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.936666576,20750327.675558
0.392866667,a-r0,4,1926.154174130,1.433081140831,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.193477002,24739223.799184
0.392866667,b0,1,1926.154174130,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.395633333,a-r0,1,1925.128372822,0.329991028063,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.955440702,15882434.273158
0.395633333,a-r0,2,1925.128372822,0.529056594654,0,QPSK 2/5,3297987911.111111,1648993955.555555,158.974694522,20745364.040692
0.395633333,a-r0,4,1925.128372822,1.433844755627,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.256081115,24733059.661168
0.395633333,b0,1,1925.128372822,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.398400000,a-r0,1,1924.095872974,0.330168106395,0,QPSK 1/4,2048126311.111111,2048126311.111111,128.985694358,15878709.040612
0.398400000,a-r0,2,1924.095872974,0.529340494672,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.013001498,20740366.385459
0.398400000,a-r0,4,1924.095872974,1.434614179081,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.319144585,24726853.398676
0.398400000,b0,1,1924.095872974,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.401166667,a-r0,1,1923.056684854,0.330346523795,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.016168589,15874958.414250
0.401166667,a-r0,2,1923.056684854,0.529626541546,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.051587763,20735334.726857
0.401166667,a-r0,4,1923.056684854,1.435389420925,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.382667842,24720605.035354
0.401166667,b0,1,1923.056684854,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.403933333,a-r0,1,1922.010818792,0.330526282522,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.046863601,15871182.405854
0.403933333,a-r0,2,1922.010818792,0.529914738896,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.090453581,20730269.081998
0.403933333,a-r0,4,1922.010818792,1.436170490973,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.446651314,24714314.595005
0.403933333,b0,1,1922.010818792,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.406700000,a-r0,1,1920.958285183,0.330707384851,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.077779603,15867381.027289
0.406700000,a-r0,2,1920.958285183,0.530205090372,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.129599214,20725169.468113
0.406700000,a-r0,4,1920.958285183,1.436957399112,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.511095438,24707982.101596
0.406700000,b0,1,1920.958285183,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.409466667,a-r0,1,1919.899094484,0.330889833079,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.108916804,15863554.290499
0.409466667,a-r0,2,1919.899094484,0.530497599651,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.169024929,20720035.902548
0.409466667,a-r0,4,1919.899094484,1.437750155313,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.576000651,24701607.579252
0.409466667,b0,1,1919.899094484,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.412233333,a-r0,1,1918.833257217,0.331073629515,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.140275417,15859702.207511
0.412233333,a-r0,2,1918.833257217,0.530792270441,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.208730994,20714868.402768
0.412233333,a-r0,4,1918.833257217,1.438548769622,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.641367394,24695191.052260
0.412233333,b0,1,1918.833257217,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.415000000,a-r0,1,1917.760783966,0.331258776492,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.171855654,15855824.790431
0.415000000,a-r0,2,1917.760783966,0.531089106479,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.248717678,20709666.986354
0.415000000,a-r0,4,1917.760783966,1.439353252166,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.707196111,24688732.545066
0.415000000,b0,1,1917.760783966,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.417766667,a-r0,1,1916.681685380,0.331445276358,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.203657731,15851922.051449
0.417766667,a-r0,2,1916.681685380,0.531388111529,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.288985253,20704431.671004
0.417766667,a-r0,4,1916.681685380,1.440163613152,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.773487249,24682232.082278
0.417766667,b0,1,1916.681685380,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.420533333,a-r0,1,1915.595972169,0.331633131480,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.235681863,15847994.002834
0.420533333,a-r0,2,1915.595972169,0.531689289388,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.329533993,20699162.474531
0.420533333,a-r0,4,1915.595972169,1.440979862865,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.840241260,24675689.688662
0.420533333,b0,1,1915.595972169,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.423300000,a-r0,1,1914.503655105,0.331822344244,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.267928268,15844040.656937
0.423300000,a-r0,2,1914.503655105,0.531992643880,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.370364174,20693859.414867
0.423300000,a-r0,4,1914.503655105,1.441802011670,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.907458597,24669105.389145
0.423300000,b0,1,1914.503655105,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.426066667,a-r0,1,1913.404745025,0.332012917054,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.300397165,15840062.026189
0.426066667,a-r0,2,1913.404745025,0.532298178859,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.411476074,20688522.510060
0.426066667,a-r0,4,1913.404745025,1.442630070014,0,QPSK 3/4,6214331644.444445,1553582911.111111,251.975139718,24662479.208815
0.426066667,b0,1,1913.404745025,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.428833333,a-r0,1,1912.299252826,0.332204852333,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.333088777,15836058.123105
0.428833333,a-r0,2,1912.299252826,0.532605898209,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.452869972,20683151.778274
0.428833333,a-r0,4,1912.299252826,1.443464048422,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.043285084,24655811.172919
0.428833333,b0,1,1912.299252826,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.431600000,a-r0,1,1911.187189470,0.332398152521,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.366003325,15832028.960278
0.431600000,a-r0,2,1911.187189470,0.532915805844,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.494546151,20677747.237791
0.431600000,a-r0,4,1911.187189470,1.444303957502,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.111895159,24649101.306862
0.431600000,b0,1,1911.187189470,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.434366667,a-r0,1,1910.068565979,0.332592820078,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.399141033,15827974.550384
0.434366667,a-r0,2,1910.068565979,0.533227905708,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.536504894,20672308.907007
0.434366667,a-r0,4,1910.068565979,1.445149807941,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.180970410,24642349.636213
0.434366667,b0,1,1910.068565979,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.437133333,a-r0,1,1908.943393437,0.332788857483,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.432502128,15823894.906179
0.437133333,a-r0,2,1908.943393437,0.533542201774,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.578746487,20666836.804439
0.437133333,a-r0,4,1908.943393437,1.446001610509,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.250511308,24635556.186695
0.437133333,b0,1,1908.943393437,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.439900000,a-r0,1,1907.811682990,0.332986267233,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.466086836,15819790.040501
0.439900000,a-r0,2,1907.811682990,0.533858698045,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.621271219,20661330.948715
0.439900000,a-r0,4,1907.811682990,1.446859376054,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.320518326,24628720.984196
0.439900000,b0,1,1907.811682990,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.442666667,a-r0,1,1906.673445845,0.333185051843,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.499895387,15815659.966268
0.442666667,a-r0,2,1906.673445845,0.534177398555,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.664079379,20655791.358584
0.442666667,a-r0,4,1906.673445845,1.447723115510,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.390991943,24621844.054760
0.442666667,b0,1,1906.673445845,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.445433333,a-r0,1,1905.528693273,0.333385213849,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.533928012,15811504.696481
0.445433333,a-r0,2,1905.528693273,0.534498307368,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.707171259,20650218.052909
0.445433333,a-r0,4,1905.528693273,1.448592839889,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.461932638,24614925.424591
0.445433333,b0,1,1905.528693273,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.448200000,a-r0,1,1904.377436603,0.333586755803,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.568184942,15807324.244220
0.448200000,a-r0,2,1904.377436603,0.534821428578,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.750547153,20644611.050671
0.448200000,a-r0,4,1904.377436603,1.449468560289,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.533340897,24607965.120053
0.448200000,b0,1,1904.377436603,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.450966667,a-r0,1,1903.219687227,0.333789680280,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.602666411,15803118.622647
0.450966667,a-r0,2,1903.219687227,0.535146766310,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.794207358,20638970.370965
0.450966667,a-r0,4,1903.219687227,1.450350287886,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.605217206,24600963.167668
0.450966667,b0,1,1903.219687227,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.453733333,a-r0,1,1902.055456597,0.333993989869,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.637372656,15798887.845005
0.453733333,a-r0,2,1902.055456597,0.535474324717,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.838152171,20633296.033005
0.453733333,a-r0,4,1902.055456597,1.451238033942,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.677562056,24593919.594118
0.453733333,b0,1,1902.055456597,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.456500000,a-r0,1,1900.884756225,0.334199687183,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.672303912,15794631.924619
0.456500000,a-r0,2,1900.884756225,0.535804107988,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.882381893,20627588.056120
0.456500000,a-r0,4,1900.884756225,1.452131809801,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.750375942,24586834.426242
0.456500000,b0,1,1900.884756225,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.459266667,a-r0,1,1899.707597686,0.334406774851,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.707460419,15790350.874893
0.459266667,a-r0,2,1899.707597686,0.536136120336,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.926896825,20621846.459755
0.459266667,a-r0,4,1899.707597686,1.453031626889,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.823659360,24579707.691042
0.459266667,b0,1,1899.707597686,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.462033333,a-r0,1,1898.523992613,0.334615255521,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.742842417,15786044.709313
0.462033333,a-r0,2,1898.523992613,0.536470366010,0,QPSK 2/5,3297987911.111111,1648993955.555555,159.971697273,20616071.263471
0.462033333,a-r0,4,1898.523992613,1.453937496718,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.897412812,24572539.415674
0.462033333,b0,1,1898.523992613,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.464800000,a-r0,1,1897.333952700,0.334825131863,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.778450148,15781713.441447
0.464800000,a-r0,2,1897.333952700,0.536806849288,0,QPSK 2/5,3297987911.111111,1648993955.555555,160.016783542,20610262.486948
0.464800000,a-r0,4,1897.333952700,1.454849430882,0,QPSK 3/4,6214331644.444445,1553582911.111111,252.971636802,24565329.627455
0.464800000,b0,1,1897.333952700,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.467566667,a-r0,1,1896.137489702,0.335036406564,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.814283855,15777357.084942
0.467566667,a-r0,2,1896.137489702,0.537145574479,0,QPSK 2/5,3297987911.111111,1648993955.555555,160.062155941,20604420.149978
0.467566667,a-r0,4,1896.137489702,1.455767441059,0,QPSK 3/4,6214331644.444445,1553582911.111111,253.046331838,24558078.353861
0.467566667,b0,1,1896.137489702,1.650000000000,1,QPSK 3/4,6214331644.444445,6214331644.444445,268.353221940,23157283.521755
0.470333333,a-r0,1,1894.934615432,0.335249082331,0,QPSK 1/4,2048126311.111111,2048126311.111111,129.850343784,15772975.653528
0.470333333,a-r0,2,1894.934615432,0.537486545922,0,QPSK 2/5,3297987911.111111,1648993955.555555,160.107814780,20598544.272471
0.470333333,a-r0,4,1894.934615432,1.456691539011,0,QPSK 3/4,6214331644.444445,1553582911.111111,253.121498432,24550785.622525
