angle_deg,model,n_b,G_T_linear,p_rf_W,at_cap,acm_mode,bits_per_beam_step_bit,bits_per_user_step_bit,energy_per_step_J,ee_bit_per_J
0.924066667,a-r0,2,1621.425362944,0.628152170598,0,QPSK 2/5,3297987911.111111,1648993955.555555,171.773939696,19199582.410209
0.924066667,a-r0,4,1621.425362944,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.924066667,b0,1,1621.425362944,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.926833333,a-r0,1,1619.365566397,0.392298752106,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.142011836,14719683.035286
0.926833333,a-r0,2,1619.365566397,0.628951166019,0,QPSK 2/5,3297987911.111111,1648993955.555555,171.872862310,19188531.957819
0.926833333,a-r0,4,1619.365566397,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.926833333,b0,1,1619.365566397,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.929600000,a-r0,1,1617.301988028,0.392799301308,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.220430891,14711391.841013
0.929600000,a-r0,2,1617.301988028,0.629753669219,0,QPSK 2/5,3297987911.111111,1648993955.555555,171.972155990,19177452.838990
0.929600000,a-r0,4,1617.301988028,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.929600000,b0,1,1617.301988028,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.932366667,a-r0,1,1615.234646617,0.393302045763,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.299143590,14703078.987652
0.932366667,a-r0,2,1615.234646617,0.630559691949,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.071821479,19166345.092222
0.932366667,a-r0,4,1615.234646617,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.932366667,b0,1,1615.234646617,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.935133333,a-r0,1,1613.163560965,0.393806992839,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.378150521,14694744.502266
0.935133333,a-r0,2,1613.163560965,0.631369246022,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.171859524,19155208.756120
0.935133333,a-r0,4,1613.163560965,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.935133333,b0,1,1613.163560965,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.937900000,a-r0,1,1611.088749894,0.394314149946,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.457452279,14686388.411995
0.937900000,a-r0,2,1611.088749894,0.632182343315,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.272270875,19144043.869394
0.937900000,a-r0,4,1611.088749894,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.937900000,b0,1,1611.088749894,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.940666667,a-r0,1,1609.010232245,0.394823524531,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.537049456,14678010.744054
0.940666667,a-r0,2,1609.010232245,0.632998995771,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.373056285,19132850.470856
0.940666667,a-r0,4,1609.010232245,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.940666667,b0,1,1609.010232245,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.943433333,a-r0,1,1606.928026881,0.395335124084,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.616942652,14669611.525737
0.943433333,a-r0,2,1606.928026881,0.633819215396,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.474216512,19121628.599424
0.943433333,a-r0,4,1606.928026881,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.943433333,b0,1,1606.928026881,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.946200000,a-r0,1,1604.842152685,0.395848956135,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.697132465,14661190.784412
0.946200000,a-r0,2,1604.842152685,0.634643014263,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.575752314,19110378.294122
0.946200000,a-r0,4,1604.842152685,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.946200000,b0,1,1604.842152685,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.948966667,a-r0,1,1602.752628559,0.396365028253,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.777619500,14652748.547526
0.948966667,a-r0,2,1602.752628559,0.635470404508,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.677664456,19099099.594075
0.948966667,a-r0,4,1602.752628559,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.948966667,b0,1,1602.752628559,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.951733333,a-r0,1,1600.659473425,0.396883348050,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.858404362,14644284.842601
0.951733333,a-r0,2,1600.659473425,0.636301398334,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.779953704,19087792.538515
0.951733333,a-r0,4,1600.659473425,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.951733333,b0,1,1600.659473425,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.954500000,a-r0,1,1598.562706225,0.397403923179,0,QPSK 1/4,2048126311.111111,2048126311.111111,139.939487659,14635799.697236
0.954500000,a-r0,2,1598.562706225,0.637136008009,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.882620828,19076457.166775
0.954500000,a-r0,4,1598.562706225,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.954500000,b0,1,1598.562706225,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.957266667,a-r0,1,1596.462345919,0.397926761333,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.020870002,14627293.139106
0.957266667,a-r0,2,1596.462345919,0.637974245869,0,QPSK 2/5,3297987911.111111,1648993955.555555,172.985666603,19065093.518294
0.957266667,a-r0,4,1596.462345919,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.957266667,b0,1,1596.462345919,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.960033333,a-r0,1,1594.358411487,0.398451870247,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.102552005,14618765.195963
0.960033333,a-r0,2,1594.358411487,0.638816124316,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.089091805,19053701.632615
0.960033333,a-r0,4,1594.358411487,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.960033333,b0,1,1594.358411487,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.962800000,a-r0,1,1592.250921925,0.398979257700,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.184534284,14610215.895635
0.962800000,a-r0,2,1592.250921925,0.639661655818,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.192897214,19042281.549383
0.962800000,a-r0,4,1592.250921925,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.962800000,b0,1,1592.250921925,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.965566667,a-r0,1,1590.139896250,0.399508931509,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.266817458,14601645.266026
0.965566667,a-r0,2,1590.139896250,0.640510852912,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.297083616,19030833.308348
0.965566667,a-r0,4,1590.139896250,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.965566667,b0,1,1590.139896250,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.968333333,a-r0,1,1588.025353496,0.400040899538,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.349402149,14593053.335117
0.968333333,a-r0,2,1588.025353496,0.641363728201,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.401651796,19019356.949362
0.968333333,a-r0,4,1588.025353496,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.968333333,b0,1,1588.025353496,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.971100000,a-r0,1,1585.907312715,0.400575169689,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.432288982,14584440.130964
0.971100000,a-r0,2,1585.907312715,0.642220294358,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.506602546,19007852.512383
0.971100000,a-r0,4,1585.907312715,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.971100000,b0,1,1585.907312715,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.973866667,a-r0,1,1583.785792975,0.401111749909,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.515478584,14575805.681700
0.973866667,a-r0,2,1583.785792975,0.643080564123,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.611936660,18996320.037470
0.973866667,a-r0,4,1583.785792975,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.973866667,b0,1,1583.785792975,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.976633333,a-r0,1,1581.660813363,0.401650648188,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.598971585,14567150.015533
0.976633333,a-r0,2,1581.660813363,0.643944550305,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.717654936,18984759.564785
0.976633333,a-r0,4,1581.660813363,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.976633333,b0,1,1581.660813363,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.979400000,a-r0,1,1579.532392983,0.402191872559,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.682768618,14558473.160750
0.979400000,a-r0,2,1579.532392983,0.644812265783,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.823758175,18973171.134594
0.979400000,a-r0,4,1579.532392983,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.979400000,b0,1,1579.532392983,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.982166667,a-r0,1,1577.400550953,0.402735431097,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.766870319,14549775.145710
0.982166667,a-r0,2,1577.400550953,0.645683723504,0,QPSK 2/5,3297987911.111111,1648993955.555555,173.930247182,18961554.787265
0.982166667,a-r0,4,1577.400550953,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.982166667,b0,1,1577.400550953,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.984933333,a-r0,1,1575.265306411,0.403281331923,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.851277326,14541055.998850
0.984933333,a-r0,2,1575.265306411,0.646558936486,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.037122766,18949910.563270
0.984933333,a-r0,4,1575.265306411,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.984933333,b0,1,1575.265306411,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.987700000,a-r0,1,1573.126678509,0.403829583199,0,QPSK 1/4,2048126311.111111,2048126311.111111,140.935990281,14532315.748683
0.987700000,a-r0,2,1573.126678509,0.647437917817,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.144385739,18938238.503183
0.987700000,a-r0,4,1573.126678509,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.987700000,b0,1,1573.126678509,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.990466667,a-r0,1,1570.984686414,0.404380193133,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.021009826,14523554.423798
0.990466667,a-r0,2,1570.984686414,0.648320680656,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.252036915,18926538.647681
0.990466667,a-r0,4,1570.984686414,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.990466667,b0,1,1570.984686414,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.993233333,a-r0,1,1568.839349312,0.404933169977,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.106336610,14514772.052858
0.993233333,a-r0,2,1568.839349312,0.649207238232,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.360077114,18914811.037542
0.993233333,a-r0,4,1568.839349312,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.993233333,b0,1,1568.839349312,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.996000000,a-r0,1,1566.690686402,0.405488522026,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.191971282,14505968.664604
0.996000000,a-r0,2,1566.690686402,0.650097603845,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.468507159,18903055.713648
0.996000000,a-r0,4,1566.690686402,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.996000000,b0,1,1566.690686402,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
0.998766667,a-r0,1,1564.538716897,0.406046257623,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.277914494,14497144.287850
0.998766667,a-r0,2,1564.538716897,0.650991790869,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.577327876,18891272.716983
0.998766667,a-r0,4,1564.538716897,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
0.998766667,b0,1,1564.538716897,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.001533333,a-r0,1,1562.383460026,0.406606385151,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.364166902,14488298.951489
1.001533333,a-r0,2,1562.383460026,0.651889812747,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.686540095,18879462.088632
1.001533333,a-r0,4,1562.383460026,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.001533333,b0,1,1562.383460026,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.004300000,a-r0,1,1560.224935035,0.407168913043,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.450729165,14479432.684487
1.004300000,a-r0,2,1560.224935035,0.652791682998,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.796144648,18867623.869784
1.004300000,a-r0,4,1560.224935035,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.004300000,b0,1,1560.224935035,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.007066667,a-r0,1,1558.063161180,0.407733849776,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.537601942,14470545.515886
1.007066667,a-r0,2,1558.063161180,0.653697415209,0,QPSK 2/5,3297987911.111111,1648993955.555555,174.906142374,18855758.101727
1.007066667,a-r0,4,1558.063161180,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.007066667,b0,1,1558.063161180,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.009833333,a-r0,1,1555.898157733,0.408301203870,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.624785899,14461637.474804
1.009833333,a-r0,2,1555.898157733,0.654607023046,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.016534113,18843864.825853
1.009833333,a-r0,4,1555.898157733,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.009833333,b0,1,1555.898157733,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.012600000,a-r0,1,1553.729943981,0.408870983894,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.712281701,14452708.590433
1.012600000,a-r0,2,1553.729943981,0.655520520243,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.127320709,18831944.083655
1.012600000,a-r0,4,1553.729943981,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.012600000,b0,1,1553.729943981,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.015366667,a-r0,1,1551.558539223,0.409443198463,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.800090019,14443758.892043
1.015366667,a-r0,2,1551.558539223,0.656437920613,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.238503011,18819995.916727
1.015366667,a-r0,4,1551.558539223,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.015366667,b0,1,1551.558539223,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.018133333,a-r0,1,1549.383962770,0.410017856236,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.888211526,14434788.408977
1.018133333,a-r0,2,1549.383962770,0.657359238039,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.350081869,18808020.366767
1.018133333,a-r0,4,1549.383962770,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.018133333,b0,1,1549.383962770,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.020900000,a-r0,1,1547.206233949,0.410594965921,0,QPSK 1/4,2048126311.111111,2048126311.111111,141.976646897,14425797.170654
1.020900000,a-r0,2,1547.206233949,0.658284486482,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.462058141,18796017.475570
1.020900000,a-r0,4,1547.206233949,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.020900000,b0,1,1547.206233949,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.023666667,a-r0,1,1545.025372098,0.411174536272,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.065396811,14416785.206567
1.023666667,a-r0,2,1545.025372098,0.659213679976,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.574432684,18783987.285036
1.023666667,a-r0,4,1545.025372098,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.023666667,b0,1,1545.025372098,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.026433333,a-r0,1,1542.841396567,0.411756576091,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.154461949,14407752.546286
1.026433333,a-r0,2,1542.841396567,0.660146832631,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.687206362,18771929.837163
1.026433333,a-r0,4,1542.841396567,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.026433333,b0,1,1542.841396567,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.029200000,a-r0,1,1540.654326719,0.412341094225,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.243842995,14398699.219456
1.029200000,a-r0,2,1540.654326719,0.661083958635,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.800380041,18759845.174053
1.029200000,a-r0,4,1540.654326719,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.029200000,b0,1,1540.654326719,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.031966667,a-r0,1,1538.464181929,0.412928099571,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.333540638,14389625.255795
1.031966667,a-r0,2,1538.464181929,0.662025072251,0,QPSK 2/5,3297987911.111111,1648993955.555555,175.913954592,18747733.337907
1.031966667,a-r0,4,1538.464181929,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.031966667,b0,1,1538.464181929,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.034733333,a-r0,1,1536.270981582,0.413517601073,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.423555567,14380530.685098
1.034733333,a-r0,2,1536.270981582,0.662970187816,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.027930889,18735594.371026
1.034733333,a-r0,4,1536.270981582,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.034733333,b0,1,1536.270981582,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.037500000,a-r0,1,1534.074745077,0.414109607723,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.513888476,14371415.537233
1.037500000,a-r0,2,1534.074745077,0.663919319749,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.142309810,18723428.315813
1.037500000,a-r0,4,1534.074745077,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.037500000,b0,1,1534.074745077,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.040266667,a-r0,1,1531.875491823,0.414704128562,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.604540061,14362279.842145
1.040266667,a-r0,2,1531.875491823,0.664872482544,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.257092237,18711235.214771
1.040266667,a-r0,4,1531.875491823,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.040266667,b0,1,1531.875491823,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.043033333,a-r0,1,1529.673241238,0.415301172679,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.695511021,14353123.629852
1.043033333,a-r0,2,1529.673241238,0.665829690772,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.372279054,18699015.110504
1.043033333,a-r0,4,1529.673241238,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.043033333,b0,1,1529.673241238,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.045800000,a-r0,1,1527.468012754,0.415900749212,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.786802060,14343946.930447
1.045800000,a-r0,2,1527.468012754,0.666790959085,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.487871153,18686768.045714
1.045800000,a-r0,4,1527.468012754,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.045800000,b0,1,1527.468012754,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.048566667,a-r0,1,1525.259825810,0.416502867349,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.878413881,14334749.774098
1.048566667,a-r0,2,1525.259825810,0.667756302212,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.603869425,18674494.063206
1.048566667,a-r0,4,1525.259825810,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.048566667,b0,1,1525.259825810,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.051333333,a-r0,1,1523.048699858,0.417107536326,0,QPSK 1/4,2048126311.111111,2048126311.111111,142.970347195,14325532.191049
1.051333333,a-r0,2,1523.048699858,0.668725734963,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.720274768,18662193.205883
1.051333333,a-r0,4,1523.048699858,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.051333333,b0,1,1523.048699858,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.054100000,a-r0,1,1520.834654357,0.417714765429,0,QPSK 1/4,2048126311.111111,2048126311.111111,143.062602712,14316294.211615
1.054100000,a-r0,2,1520.834654357,0.669699272224,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.837088082,18649865.516749
1.054100000,a-r0,4,1520.834654357,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.054100000,b0,1,1520.834654357,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.056866667,a-r0,1,1518.617708777,0.418324563996,0,QPSK 1/4,2048126311.111111,2048126311.111111,143.155181148,14307035.866189
1.056866667,a-r0,2,1518.617708777,0.670676928966,0,QPSK 2/5,3297987911.111111,1648993955.555555,176.954310274,18637511.038906
1.056866667,a-r0,4,1518.617708777,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.056866667,b0,1,1518.617708777,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.059633333,a-r0,1,1516.397882599,0.418936941413,0,QPSK 1/4,2048126311.111111,2048126311.111111,143.248083219,14297757.185237
1.059633333,a-r0,2,1516.397882599,0.671658720237,0,QPSK 2/5,3297987911.111111,1648993955.555555,177.071942251,18625129.815557
1.059633333,a-r0,4,1516.397882599,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.059633333,b0,1,1516.397882599,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.062400000,a-r0,1,1514.175195309,0.419551907117,0,QPSK 1/4,2048126311.111111,2048126311.111111,143.341309646,14288458.199298
1.062400000,a-r0,2,1514.175195309,0.672644661167,0,QPSK 2/5,3297987911.111111,1648993955.555555,177.189984925,18612721.890005
1.062400000,a-r0,4,1514.175195309,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.062400000,b0,1,1514.175195309,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.065166667,a-r0,1,1511.949666404,0.420169470596,0,QPSK 1/4,2048126311.111111,2048126311.111111,143.434861154,14279138.938988
1.065166667,a-r0,2,1511.949666404,0.673634766969,0,QPSK 2/5,3297987911.111111,1648993955.555555,177.308439215,18600287.305651
1.065166667,a-r0,4,1511.949666404,1.650000000000,1,QPSK 2/3,5524079200.000000,1381019800.000000,268.353221940,20585104.810972
1.065166667,b0,1,1511.949666404,1.650000000000,1,QPSK 2/3,5524079200.000000,5524079200.000000,268.353221940,20585104.810972
1.067933333,a-r0,1,1509.721315391,0.420789641390,0,QPSK 1/4,2048126311.111111,2048126311.111111,143.528738469,14269799.434994
1.067933333,a-r0,2,1509.721315391,0.674629052934,0,QPSK 2/5,3297987911.111111,1648993955.555555,177.427306039,18587826.105996
