arm,checkpoint_sha256,training_seed,evaluation_seed,users,steps,duration_s,useful_bits,system_energy_j,system_ee_bits_per_j,mean_system_power_w,mean_system_throughput_bps,served_user_intervals,total_user_intervals,served_fraction,zero_power_intervals,zero_service_intervals,r1_sum,r2_sum,r3_sum
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082914,60,10,300.8,5690963147181.657,75718.37161804593,75159608.23734002,251.72330990041866,18919425356.322,598,600,0.9966666666666667,0,0,745818997.5473514,-133.0,-1196.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082915,60,10,300.8,6122690735481.765,76561.694012559,79970680.04369669,254.52690828643284,20354689945.08565,596,600,0.9933333333333333,0,0,783454943.0829725,-119.5,-1120.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082916,60,10,300.8,6294679785223.106,78660.27022347687,80023622.69211227,261.50355792379275,20926462051.93852,600,600,1.0,0,0,770477255.8570522,-158.5,-1138.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082917,60,10,300.8,6638560348181.921,88136.42366659114,75321417.32111514,293.00672761499715,22069682008.58351,600,600,1.0,0,0,735084253.9682688,-116.5,-946.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082918,60,10,300.8,7623317026893.126,90863.69058132952,83898386.45250393,302.0734394326114,25343474158.554276,599,600,0.9983333333333333,0,0,821831215.6443477,-128.0,-885.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082914,80,10,300.8,7493491589415.705,96388.18581436269,77742842.92317398,320.43944752115254,24911873635.025616,797,800,0.99625,0,0,769029056.9168601,-177.0,-1643.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082915,80,10,300.8,6992289193016.146,86680.68635436115,80667210.7374741,288.16717538019,23245642264.016445,796,800,0.995,0,0,784858183.4939579,-160.5,-1908.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082916,80,10,300.8,7543913079852.213,100578.7045500271,75005073.02815703,334.37069331790923,25079498270.785282,800,800,1.0,0,0,728022761.5006955,-201.0,-1578.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082917,80,10,300.8,7696514382306.782,104519.59319974843,73637048.77417478,347.4720518608658,25586816430.541164,798,800,0.9975,0,0,721718617.738047,-164.0,-1516.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082918,80,10,300.8,9046455132834.49,116728.48521082959,77499978.83117563,388.0601237062154,30074651372.455086,798,800,0.9975,0,0,760812310.8460376,-162.5,-1238.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082914,100,10,300.8,8248669683661.852,113361.88626527117,72764047.55968551,376.8679729563536,27422439107.91839,997,1000,0.997,0,0,711808117.6261573,-210.5,-2285.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082915,100,10,300.8,8102444789006.492,110216.78266078934,73513711.73610762,366.4121763989007,26936319112.388603,996,1000,0.996,0,0,712439581.1984506,-188.5,-2366.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082916,100,10,300.8,8179002219383.762,114290.08267723983,71563534.01617199,379.95373230465367,27190831846.35559,999,1000,0.999,0,0,697678287.4957721,-257.5,-2269.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082917,100,10,300.8,7794152263183.081,113674.79707902738,68565350.13442373,377.9082349701708,25911410449.41184,997,1000,0.997,0,0,670583806.9439441,-196.0,-2317.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082918,100,10,300.8,9980773667357.729,131703.09873776318,75782375.38078475,437.84274846330845,33180763521.800957,996,1000,0.996,0,0,740592801.3170207,-222.5,-1804.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082914,120,10,300.8,8531542351565.48,120314.11889754166,70910566.68777885,399.980448462572,28362840264.5129,1197,1200,0.9975,0,0,700245855.6023856,-246.5,-3111.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082915,120,10,300.8,8434856043988.122,121391.36923780224,69484808.49132264,403.5617328384383,28041409720.705193,1193,1200,0.9941666666666666,0,0,676276925.6954284,-230.5,-3141.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082916,120,10,300.8,9582078510676.992,135843.2340342469,70537767.88221408,451.60649612449106,31855314197.729362,1200,1200,1.0,0,0,680217194.5130769,-298.0,-2766.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082917,120,10,300.8,8892500318106.383,133453.36002364178,66633768.65543918,443.6614362488091,29562833504.343025,1197,1200,0.9975,0,0,651688155.9650102,-228.5,-2835.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082918,120,10,300.8,11284233225662.21,153770.1244524965,73383781.57551792,511.20387118516123,37514073223.61107,1199,1200,0.9991666666666666,0,0,718106354.4513942,-258.5,-2277.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082914,140,10,300.8,9322530347180.314,134224.25315952417,69454887.08438244,446.2242458760777,30992454611.636684,1397,1400,0.9978571428571429,0,0,682380241.244885,-284.0,-3763.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082915,140,10,300.8,9393879756356.457,133773.52067196294,70222266.02970228,444.7258001062597,31229653445.333965,1391,1400,0.9935714285714285,0,0,683982277.05597,-268.0,-3959.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082916,140,10,300.8,10090803015345.168,144808.91525981182,69683575.74698043,481.4126172201191,33546552577.610264,1400,1400,1.0,0,0,674805701.8015821,-340.5,-3532.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082917,140,10,300.8,8716320804291.537,140878.09987895953,61871368.309059225,468.34474693803037,28977130333.41601,1397,1400,0.9978571428571429,0,0,608490211.2227658,-263.5,-3697.0
Baseline MODQN,d6c40e9d1c0b328be77b6c80d496a5b12df155889937ba6f13f0b12c2de4f818,2026082911,2026082918,140,10,300.8,11884032396513.734,164975.47968284335,72035143.76415306,548.4557170307291,39508086424.58023,1398,1400,0.9985714285714286,0,0,704735494.289704,-299.5,-2940.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082914,60,10,300.8,4760975080433.771,67055.13384513192,71000903.39733785,222.9226524106779,15827709708.888866,598,600,0.9966666666666667,0,0,703996491.2023371,-162.0,-1484.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082915,60,10,300.8,5730935639132.855,73964.50678071559,77482239.63858101,245.89264222312363,19052312630.09593,596,600,0.9933333333333333,0,0,762944902.2943865,-136.0,-1248.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082916,60,10,300.8,5285242686138.388,73934.57614038559,71485399.14671138,245.79313876457974,17570620632.109,600,600,1.0,0,0,713610924.9518403,-168.0,-1230.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082917,60,10,300.8,6195065932567.346,82638.03561148052,74966277.77665487,274.7275120062517,20595298977.94995,600,600,1.0,0,0,737243521.789516,-136.5,-1022.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082918,60,10,300.8,7359366912064.75,86492.05824975151,85087198.30454367,287.5400872664611,24465980425.747173,598,600,0.9966666666666667,0,0,838355027.8889459,-151.5,-966.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082914,80,10,300.8,6417193988794.628,90515.36240278276,70896186.22128326,300.91543351988946,21333756611.68427,796,800,0.995,0,0,701693963.6877829,-207.5,-1828.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082915,80,10,300.8,6570014503641.531,81868.41380410582,80250907.50337751,272.16892887003263,21841803536.042324,795,800,0.99375,0,0,789124368.3265064,-181.0,-2079.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082916,80,10,300.8,6335639297699.253,92298.63250477647,68642829.53890333,306.84385806109196,21062630643.946983,800,800,1.0,0,0,672521326.4628208,-232.0,-1700.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082917,80,10,300.8,6743398160017.133,94395.1058671728,71438006.2193695,313.81351684565425,22418211968.142063,799,800,0.99875,0,0,703865523.736899,-181.0,-1673.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082918,80,10,300.8,7947030698479.892,106317.6144943028,74748015.52197868,353.44951627095344,26419649928.457085,797,800,0.99625,0,0,738555215.6364872,-201.0,-1433.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082914,100,10,300.8,6915654575889.376,98485.12915388892,70220292.49799989,327.4106687296839,22990872925.164146,995,1000,0.995,0,0,693537514.075368,-266.0,-2647.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082915,100,10,300.8,7253142154598.392,98541.18932321828,73605181.79669875,327.59703897346503,24112839609.7021,992,1000,0.992,0,0,712032040.9735113,-232.0,-2754.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082916,100,10,300.8,6938614143251.52,102775.19027736309,67512539.98680064,341.6728400178294,23067201274.107445,998,1000,0.998,0,0,671859246.6670169,-288.0,-2646.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082917,100,10,300.8,7608741011497.878,103522.57645448975,73498373.7082974,344.15750151093664,25295016660.564754,997,1000,0.997,0,0,723360404.9115465,-229.0,-2525.0
Full Multi-Catfish MCRL,43b58820b18badb98dcabcaf61796bcd56ec65463b70fbb871936185828e75f9,2026082911,2026082918,100,10,300.8,9194730981424.016,123100.79928230456,74692699.27596429,409.2446784651082,30567589698.88303,998,1000,0.998,0,0,736766417.1336049,-258.5,-2026.0
