k_cap,B0_MODQN_ho_rate_mean,A1_Auction_Only_ho_rate_mean,A2_MCCRL_ho_rate_mean,AF_ho_rate_mean
3.0,0.09999999999999999,0.09972916666666666,0.09156249999999999,0.3245
5.0,0.09999999999999999,0.09999999999999999,0.09254166666666667,0.7665
8.0,0.09999999999999999,0.09999999999999999,0.09935416666666667,0.922
12.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.9136249999999999
15.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.9071874999999999
