p_base_w,B0_MODQN_ho_rate_mean,A1_Auction_Only_ho_rate_mean,A2_MCCRL_ho_rate_mean,AF_ho_rate_mean
0.1,0.09999999999999999,0.09972916666666666,0.09156249999999999,0.29693749999999997
0.25,0.09999999999999999,0.09972916666666666,0.09156249999999999,0.3245
0.5,0.09999999999999999,0.09972916666666666,0.09156249999999999,0.30462500000000003
1.0,,0.09972916666666666,0.09156249999999999,0.380125
2.0,,0.09972916666666666,0.09156249999999999,0.5651875
