arm,checkpoint_sha256,training_seed,evaluation_seed,users,steps,duration_s,useful_bits,system_energy_j,system_ee_bits_per_j,mean_system_power_w,mean_system_throughput_bps,served_user_intervals,total_user_intervals,served_fraction,zero_power_intervals,zero_service_intervals,r1_sum,r2_sum,r3_sum
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082906,120,10,300.8,11986543934257.574,116970.29408520297,102475111.54863293,388.8640095917652,39848882760.16481,1198,1200,0.9983333333333333,0,0,1008358517.5821551,-344.0,-3416.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082907,120,10,300.8,9405536308704.916,109745.18021090551,85703411.21705385,364.844349105404,31268405281.59879,1200,1200,1.0,0,0,836942231.5515136,-328.0,-3636.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082908,120,10,300.8,8245161461090.202,100666.26558971648,81905903.75821474,334.6617871998553,27410776133.94349,1199,1200,0.9991666666666666,0,0,784451042.7401121,-306.0,-3907.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082904,140,10,300.8,9406151104508.082,111384.5990336434,84447501.59460537,370.2945446597187,31270449150.62527,1400,1400,1.0,0,0,829539386.5140591,-351.0,-5036.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082905,140,10,300.8,9775191261004.234,112575.72787513335,86832139.08993484,374.2544144785018,32497311373.019394,1399,1400,0.9992857142857143,0,0,828730122.2178782,-365.0,-4781.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082906,140,10,300.8,12489272470886.16,125092.45971593067,99840330.09861454,415.86589001306737,41520187735.658775,1397,1400,0.9978571428571429,0,0,984625419.3200877,-403.0,-4591.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082907,140,10,300.8,9826974559461.973,116580.00702945315,84293823.69979832,387.5665127308948,32669463296.083683,1399,1400,0.9992857142857143,0,0,814678584.3421037,-376.5,-4681.0
Full - C2,adf1979ad701c284219fb80f834930d72409b2c83fe09404a2c296d2088d140d,2026082901,2026082908,140,10,300.8,8766718681137.977,105206.83045327972,83328417.39806147,349.7567501771267,29144676466.54912,1399,1400,0.9992857142857143,0,0,799812298.7705207,-343.5,-5129.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082904,60,10,300.8,6772667053897.992,81547.82515899197,83051473.66828576,271.10314215090415,22515515471.735344,600,600,1.0,0,0,802492508.3003994,-193.0,-1102.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082905,60,10,300.8,6740795077139.176,84731.512468675,79554759.27130686,281.6872090049036,22409558102.191406,600,600,1.0,0,0,783236005.8329654,-167.0,-978.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082906,60,10,300.8,8518792631545.28,84903.49316271528,100335007.59761722,282.25895333349496,28320454227.2117,598,600,0.9966666666666667,0,0,979934864.5258754,-184.5,-958.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082907,60,10,300.8,7180310346729.615,80532.90737303748,89159954.37082149,267.72908036249163,23870712588.86175,599,600,0.9983333333333333,0,0,871254985.007124,-185.0,-1089.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082908,60,10,300.8,7032949073119.529,81239.26866882904,86570807.29996803,270.0773559469051,23380814737.764393,600,600,1.0,0,0,840122600.4070714,-169.5,-1038.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082904,80,10,300.8,8348723958885.02,98739.78761185624,84552784.2504954,328.25727264579865,27755066352.67626,800,800,1.0,0,0,822882346.2335316,-239.5,-1642.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082905,80,10,300.8,7844978665955.783,93307.29187453917,84076801.59128538,310.1971139446116,26080381203.310448,799,800,0.99875,0,0,817205532.9178959,-220.5,-1689.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082906,80,10,300.8,9799237621325.008,102198.67429236592,95884195.06589428,339.75623102515266,32577252730.468773,798,800,0.9975,0,0,936489824.520425,-234.5,-1516.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082907,80,10,300.8,8316482296611.144,96875.41555513718,85847190.94059289,322.05922724447197,27647879975.43598,798,800,0.9975,0,0,836684757.175396,-272.0,-1688.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082908,80,10,300.8,8034208845301.655,98243.02776490668,81778921.3961049,326.6058103886525,26709470895.284756,800,800,1.0,0,0,784689985.8636615,-225.5,-1608.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082904,100,10,300.8,8637895257726.548,104994.25246456354,82270172.46150604,349.05004143804365,28716407106.80368,1000,1000,1.0,0,0,795270570.4051342,-318.5,-2554.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082905,100,10,300.8,8147871459612.41,102713.32113907652,79326336.34326729,341.46715804214267,27087338629.030617,999,1000,0.999,0,0,769810412.321049,-276.0,-2459.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082906,100,10,300.8,10968339023737.256,115604.97256153236,94877744.27608816,384.3250417604134,36463893031.041405,998,1000,0.998,0,0,925977461.4357898,-293.0,-2184.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082907,100,10,300.8,9246301679396.742,112683.22752677079,82055705.02673121,374.6117936395305,30739034838.42002,998,1000,0.998,0,0,799973300.3544474,-325.5,-2416.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082908,100,10,300.8,8845776338106.47,109092.2737527368,81085268.77124107,362.6737824226622,29407501124.02417,1000,1000,1.0,0,0,778321816.9480145,-286.0,-2348.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082904,120,10,300.8,9423530627310.89,120302.80277687976,78331762.9331404,399.9428283805843,31328226819.517586,1200,1200,1.0,0,0,750819666.527182,-373.5,-3162.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082905,120,10,300.8,9034165068729.973,112045.43255207517,80629480.94319846,372.49146460131374,30033793446.575706,1199,1200,0.9991666666666666,0,0,775555398.342562,-325.0,-3401.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082906,120,10,300.8,11612180275766.266,125719.09448217362,92366082.6829517,417.94911729446017,38604322725.28679,1198,1200,0.9983333333333333,0,0,899298590.5875431,-324.0,-3044.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082907,120,10,300.8,10269966083332.07,126649.29296795507,81089801.94568151,421.0415324732549,34142174479.162468,1197,1200,0.9975,0,0,783468271.2045815,-384.5,-3121.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082908,120,10,300.8,9683327486064.002,122525.84679175774,79030896.2526215,407.3332672598329,32191913185.053196,1199,1200,0.9991666666666666,0,0,753799127.7319405,-344.5,-3033.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082904,140,10,300.8,9950488376333.219,128378.05636448822,77509261.77042286,426.78875121172945,33080081038.341816,1400,1400,1.0,0,0,736541217.5763719,-431.0,-4220.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082905,140,10,300.8,9568316264327.504,122949.54616779067,77823111.69550404,408.7418423131339,31809562048.961117,1399,1400,0.9992857142857143,0,0,745385585.6911486,-384.5,-4169.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082906,140,10,300.8,12252875239661.006,136465.1347487033,89787587.59315579,453.6739852018062,40734292685.043236,1397,1400,0.9978571428571429,0,0,870196521.6421512,-394.5,-3975.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082907,140,10,300.8,11079571342951.72,136817.84816408643,80980453.14719412,454.84656969443625,36833681326.30226,1396,1400,0.9971428571428571,0,0,780598922.9472147,-445.5,-3938.0
Full - C3,e94480e9352e635d0b61cd2ebeca39a4f4586311960410f02b9aa6dd4c281e1f,2026082901,2026082908,140,10,300.8,10056374888823.04,129457.85962356228,77680682.48667927,430.378522684715,33432097369.757442,1399,1400,0.9992857142857143,0,0,746412309.5461199,-401.5,-4073.0
